show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month_added,year_added,imdb_score,imdb_votes
s6704,Movie,equilibrium,Kurt Wimmer,"Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen, Sean Bean, Sean Pertwee, Matthew Harbour, William Fichtner",United States,2019-06-08,2002.0,R,107 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death.",6.0,2019.0,7.3,347241.0
s6709,Movie,euphoria,Valeria Golino,"Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari, Valentina Cervi, Jasmine Trinca, Andrea Germani, Marzia Ubaldi, Iaia Forte",Italy,2019-11-01,2018.0,R,110 min,"Dramas, International Movies, LGBTQ Movies","An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances.",11.0,2019.0,8.3,242679.0
s6712,Movie,event horizon,Paul W.S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones, Jack Noseworthy, Jason Isaacs, Sean Pertwee","United Kingdom, United States",2020-01-01,1997.0,R,96 min,"Horror Movies, Sci-Fi & Fantasy","After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.",1.0,2020.0,6.6,197355.0
s6716,Movie,evolution,Ivan Reitman,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd",United States,2019-11-20,2001.0,PG-13,102 min,"Comedies, Sci-Fi & Fantasy","After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",11.0,2019.0,6.1,136337.0
s6722,Movie,exit strategy,Michael Whitton,"Jameel Saleem, Kimelia Weathers, Quincy Harris, Big Boy, Kevin Hart, Misty Alli, Noelle Balfour, Sid Burston, Carlos Castillo, Liz Hernandez, Nick Sinise",United States,2019-03-03,2012.0,NR,79 min,"Comedies, Romantic Movies","When James's living situation turns sour, he has little choice but to move in with his new girlfriend – a decision he almost immediately regrets.",3.0,2019.0,3.2,427.0
s6725,TV Show,extras,Unknown,"Ricky Gervais, Stephen Merchant, Ashley Jensen, Shaun Williamson, Shaun Pye","United Kingdom, United States",2017-03-31,2006.0,TV-MA,2 Seasons,"British TV Shows, TV Comedies","Grasping hungrily for stardom, bit actor Andy Millman and his pal Maggie spend their days chasing after work as film and TV extras.",3.0,2017.0,8.3,60420.0
s6731,Movie,face 2 face,Matt Toronto,"Daniela Bobadilla, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Emily Jordan, Karrie Cox, Nicholas James Reilly, Enspirit, Sheldon A. Smith, Michael Soulema",United States,2018-01-15,2017.0,TV-MA,89 min,"Dramas, Independent Movies","Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats.",1.0,2018.0,6.8,1319.0
s6736,Movie,fallen,Gregory Hoblit,"Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz, James Gandolfini, Elias Koteas, Gabriel Casseus, Michael J. Pagan, Robert Joy",United States,2019-11-01,1998.0,R,124 min,Thrillers,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.,11.0,2019.0,7.0,92749.0
s6739,Movie,fanatic,Keith L. Smith,"Denyce Lawton, Hosea Chanchez, Michelle Mitchenor, Darius McCrary, Shawne Merriman, Sticky Fingaz, Miguel A. Núñez Jr., Masika Kalysha, Zac Titus",United States,2019-08-24,2019.0,TV-14,91 min,Thrillers,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him.",8.0,2019.0,4.4,419.0
s6743,TV Show,father brown,Ian Barber,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn",United Kingdom,2018-03-31,2017.0,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas","A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton.",3.0,2018.0,7.8,15066.0
s6748,Movie,fifty,Biyi Bandele,"Dakore Akande, Ireti Doyle, Nse Ikpe-Etim, Omoni Oboli",Nigeria,2015-12-28,2015.0,NR,101 min,"Dramas, International Movies","In Lagos, Nigeria, four successful women on the verge of 50 take stock of their lives and loves over the course of one week.",12.0,2015.0,6.0,283.0
s6749,Movie,figaro pho,Luke Jurevicius,Luke Jurevicius,United Kingdom,2016-09-01,2008.0,TV-Y7,29 min,"Children & Family Movies, Comedies",Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.,9.0,2016.0,6.4,277.0
s6754,Movie,final destination,James Wong,"Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Seann William Scott, Tony Todd, Daniel Roebuck, Chad Donella, Roger Guenveur Smith, Amanda Detmer",United States,2020-01-01,2000.0,R,98 min,"Cult Movies, Horror Movies, Thrillers","After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated.",1.0,2020.0,6.7,279842.0
s6758,Movie,fireflies,Sabal Singh Shekawat,"Rahul Khanna, Arjun Mathur, Shivani Ghai, Monica Dogra, Aadya Bedi",India,2019-04-24,2013.0,TV-MA,99 min,"Dramas, Independent Movies, International Movies","Grappling with love and loss in their respective lives, two estranged brothers must confront their traumatic, unresolved past when they cross paths.",4.0,2019.0,6.8,821.0
s6760,Movie,first kill,Steven C. Miller,"Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo, Magi Avila, Ty Shelton, Christine Dye","United Kingdom, Canada, United States",2019-09-01,2017.0,R,102 min,Action & Adventure,"A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime.",9.0,2019.0,6.5,29406.0
s6761,Movie,firstborn,Nirpal Bhogal,"Antonia Thomas, Luke Norris, Thea Petrie, Eileen Davies, Jonathan Hyde",United Kingdom,2017-03-31,2016.0,TV-MA,90 min,"Horror Movies, International Movies",A young couple fights supernatural foes in an attempt to save their daughter from the dark and mysterious forces that follow her every move.,3.0,2017.0,6.2,2992.0
s6773,Movie,follow me,Asri Bendacha,Asri Bendacha,"United Arab Emirates, United States, United Kingdom",2018-11-16,2017.0,TV-MA,86 min,"Documentaries, International Movies","Aspiring to be an internet celebrity and make big bucks, a filmmaker travels the world to learn the tricks of the trade from social media influencers.",11.0,2018.0,5.4,12957.0
s6778,Movie,for grace,"Mark Helenowski, Kevin Pang",Unknown,United States,2016-03-02,2015.0,TV-PG,92 min,Documentaries,"As chef Curtis Duffy oversees every aspect of opening his own restaurant, Grace, he recalls his turbulent childhood and difficult adult relationships.",3.0,2016.0,7.3,826.0
s6780,Movie,for love or money,Mark Murphy,"Robert Kazinsky, Samantha Barks, Ed Speleers, Tony Way, Rachel Hurd-Wood, Ivan Kaye, Anna Chancellor, David Hargreaves, Tanya Reynolds",United Kingdom,2019-08-16,2019.0,TV-MA,95 min,Comedies,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell.",8.0,2019.0,6.2,15443.0
s6781,Movie,for the birds,Richard Miron,Kathy Murphy,United States,2019-09-01,2018.0,TV-MA,93 min,Documentaries,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family.",9.0,2019.0,7.8,414.0
s6783,TV Show,for the win,Unknown,Brodie Smith,United States,2018-12-31,2017.0,TV-14,1 Season,Reality TV,Frisbee national champion Brodie Smith challenges inventive athletes across the US to an exhibition match in the unconventional sports they've created.,12.0,2018.0,5.2,22.0
s6789,TV Show,forget me not,Unknown,Unknown,United Kingdom,2017-09-18,2011.0,TV-MA,1 Season,"International TV Shows, TV Dramas","Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?",9.0,2017.0,5.1,6601.0
s6793,Movie,four weddings and a funeral,Mike Newell,"Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, David Haig, Rowan Atkinson, Sophie Thompson, Anna Chancellor, Corin Redgrave",United Kingdom,2019-08-01,1994.0,R,118 min,"Classic Movies, Comedies, International Movies","A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man.",8.0,2019.0,7.1,166318.0
s6794,Movie,fracture,Gregory Hoblit,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike, Embeth Davidtz, Billy Burke, Cliff Curtis, Fiona Shaw, Bob Gunton, Josh Stamberg","United States, Germany",2019-04-01,2007.0,R,113 min,"Dramas, Thrillers","Ted Crawford, who allegedly attempted to murder his wife, is now locked in a battle of wits with a young assistant district attorney.",4.0,2019.0,7.2,219094.0
s6796,TV Show,frasier,Unknown,"Kelsey Grammer, Jane Leeves, David Hyde Pierce, Peri Gilpin, John Mahoney, Dan Butler",United States,,2003.0,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",Frasier Crane is a snooty but lovable Seattle psychiatrist who dispenses advice on his call-in radio show while ignoring it in his own relationships.,,,8.2,95574.0
s6797,Movie,freak show,Trudie Styler,"Alex Lawther, Abigail Breslin, AnnaSophia Robb, Ian Nelson, Celia Weston, Laverne Cox, Bette Midler, Willa Fitzgerald, Larry Pine, John McEnroe, Mickey Sumner, Daniel Bellomy, Wally Dunn, Marceline Hugot",United States,2020-08-13,2018.0,TV-MA,91 min,"Comedies, Dramas, Independent Movies","Forced to attend a new high school, a glamorous teen navigates hostile territory before taking a stand by running for homecoming queen.",8.0,2020.0,6.5,4565.0
s6799,Movie,free willy,Simon Wincer,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg, Michael Madsen, Michael Ironside, Richard Riehle, Mykelti Williamson, Michael Bacall, Danielle Harris","United States, France, Mexico",2020-01-01,1993.0,PG,112 min,"Children & Family Movies, Dramas","Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit.",1.0,2020.0,6.0,83059.0
s6803,Movie,freshman year,Jude Okwudiafor Johnson,"Diallo Thompson, Natalia Dominguez, Benjamin A. Onyango, Gregory Alan Williams, Desalene Jones, Wynton Odd, Ed Gonzalez Moreno, Natasha Dee Davis, Cameron Schaefer, Joshua Flores-Q",United States,2020-03-03,2019.0,TV-PG,104 min,"Dramas, Faith & Spirituality",A devout preacher's son leaves his protective home to begin college and meets a self-reliant student who will test his faith and his heart.,3.0,2020.0,5.2,256.0
s6805,Movie,friday the 13th,Marcus Nispel,"Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle, Aaron Yoo, Derek Mears, Jonathan Sadowski, Julianna Guill, Ben Feldman, Arlen Escarpeta, Ryan Hansen",United States,2020-01-01,2009.0,R,97 min,Horror Movies,"A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick.",1.0,2020.0,6.4,157606.0
s6806,Movie,friend request,Simon Verhoeven,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan, Brooke Markham, Sean Marquette, Liesl Ahlers, Shashawnee Hall, Susan Danford",Germany,2018-04-18,2016.0,R,92 min,"Horror Movies, International Movies",A popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise.,4.0,2018.0,5.2,27831.0
s6807,TV Show,friends,Unknown,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,,2003.0,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",,,8.9,1089437.0
s6814,Movie,frozen river,Courtney Hunt,"Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe, Mark Boone Junior, James Reilly, Jay Klaitz, John Canoe, Dylan Carusona, Michael Sky",United States,2019-07-01,2008.0,R,97 min,"Dramas, Independent Movies","On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States.",7.0,2019.0,7.1,26469.0
s6815,Movie,full out,Sean Cisterna,"Jennifer Beals, Ana Golja, Art Hindle, Jake Epstein, Ramona Milano, Trevor Tordjman, Lamar Johnson, Asha Bromfield, Sarah Fisher","Canada, United States",2016-09-01,2015.0,TV-PG,88 min,"Children & Family Movies, Dramas, Sports Movies","After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics.",9.0,2016.0,6.3,3018.0
s6827,Movie,gangs of new york,Martin Scorsese,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham","United States, Italy",2019-08-20,2002.0,R,167 min,Dramas,"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.",8.0,2019.0,7.5,473345.0
s6832,Movie,gelo,Manbhavan Singh,"Jaspinder Cheema, Pavan Malhotra, Gurjit Singh, Dilawar Sidhu, Aditya Sharma, Raj Dhaliwal",India,2017-12-15,2016.0,TV-MA,118 min,"Dramas, International Movies",A Punjabi woman who works on a farm must endure the difficulties of living in an oppressive class-based society and a dysfunctional community.,12.0,2017.0,5.8,150.0
s6833,Movie,gemini,P.K. Baaburaaj,"Esther Anil, Sijoy Varghese, Renji Panicker, Thanusree Ghosh, Sasi Kalinga, Kishore Sathya, Sethu Lakshmi, Rosin Jolly",India,2018-07-01,2018.0,TV-PG,130 min,Dramas,"Despite growing up with traits that set her apart from her peers, a young adopted girl discovers her gift when she takes an interest in spelling bees.",7.0,2018.0,5.4,5671.0
s6842,TV Show,get shorty,Unknown,"Ray Romano, Chris O'Dowd",United States,2018-11-01,2017.0,TV-MA,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.,11.0,2018.0,6.9,89201.0
s6843,Movie,get smart,Peter Segal,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp, Terry Crews, David Koechner, James Caan, Masi Oka, Nate Torrence, Bill Murray",United States,2019-04-01,2008.0,PG-13,110 min,"Action & Adventure, Comedies","When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group.",4.0,2019.0,6.5,228767.0
s6846,Movie,ghost house,Rich Ragsdale,"Scout Taylor-Compton, James Landry Hébert, Mark Boone Junior, Michael S. New, Russell Geoffrey Banks, Rich Lee Gray, Elana Krausz, Kevin Ragsdale, Wen-Chu Yang, Katrina Grey","Thailand, United States",2017-12-31,2017.0,TV-MA,100 min,Horror Movies,"While visiting the site of a supernatural shrine in the Thai countryside, a vacationing couple unwittingly upsets a vengeful demon.",12.0,2017.0,4.7,4669.0
s6848,Movie,ghost rider,Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Wes Bentley, Sam Elliott, Donal Logue, Matt Long, Peter Fonda, Brett Cullen, Raquel Alessi, Laurence Breuls","United States, Australia",2020-10-01,2007.0,PG-13,110 min,"Action & Adventure, Sci-Fi & Fantasy","After selling his soul to save a loved one, daredevil biker Johnny Blaze pays the price by becoming a flame-skulled bounty hunter for Mephistopheles.",10.0,2020.0,5.3,252446.0
s6854,Movie,gigi,"Vincente Minnelli, Charles Walters","Leslie Caron, Maurice Chevalier, Louis Jourdan, Hermione Gingold, Eva Gabor, Jacques Bergerac, Isabel Jeans, John Abbott, Edwin Jerome, Corinne Marchand",United States,2019-11-01,1958.0,G,115 min,"Classic Movies, Comedies, Music & Musicals",Gigi's an avant-garde French waif being groomed as the fille de joie of affluent and handsome Gaston. Soon Gigi metamorphoses into a stunning beauty.,11.0,2019.0,6.6,24517.0
s6864,Movie,god's own country,Francis Lee,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",United Kingdom,2018-05-01,2017.0,TV-MA,105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.",5.0,2018.0,7.6,35624.0
s6866,Movie,golden time,Takuya Inaba,Unknown,Japan,2017-11-01,2013.0,TV-Y,22 min,"International Movies, Sci-Fi & Fantasy","In the 1980s, a recently discarded television set from the 1960s refuses to accept its fate and tries to break out of the junkyard.",11.0,2017.0,7.6,4714.0
s6867,Movie,goldeneye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz","United Kingdom, United States",2019-12-31,1995.0,PG-13,130 min,Action & Adventure,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",12.0,2019.0,7.2,270361.0
s6868,Movie,goldie,Sam de Jong,"Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye",United States,2020-06-22,2019.0,TV-MA,89 min,Dramas,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together.",6.0,2020.0,5.8,1211.0
s6872,TV Show,gomorrah,Unknown,"Marco D'Amore, Fortunato Cerlino, Salvatore Esposito, Fabio de Caro, Christian Giroso, Giovanni Buselli, Carmine Monaco, Lino Musella, Marco Palvetti, Vincenzo Fabricino, Maria Pia Calzone, Domenico Balsamo, Emanuele Vicorito, Carmine Battaglia, Alessio Gallo","Italy, Germany",2017-08-21,2016.0,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","Mafia activity in Naples is at the center of this series, which focuses on internal struggles that follow after the head of a family is imprisoned.",8.0,2017.0,7.0,51237.0
s6875,Movie,good kids,Chris McCoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",United States,2017-01-19,2016.0,R,90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.,1.0,2017.0,6.1,10969.0
s6878,Movie,good luck,Tarek Abdel Moaty,"Ahmed Eid, May Kassab, Diaa El Merghany, Samy Maghawry, Badria Tolba, Hassan Abdulfattah, Ahmed Safwat, Sayed Sadek, Laila Gamal",Egypt,2019-06-21,2012.0,TV-MA,99 min,"Dramas, International Movies","Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him.",6.0,2019.0,6.7,755.0
s6880,Movie,good people,Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh","United States, United Kingdom, Denmark, Sweden",2017-09-08,2014.0,R,90 min,"Action & Adventure, Thrillers",A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.,9.0,2017.0,5.5,17295.0
s6883,Movie,goon,Michael Dowse,"Seann William Scott, Jay Baruchel, Liev Schreiber, Alison Pill, Marc-André Grondin, Kim Coates, Eugene Levy, Nicholas Campbell, Richard Clarkin, Jonathan Cherry","United States, Canada",2017-08-15,2011.0,R,92 min,"Comedies, Sports Movies","When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills.",8.0,2017.0,6.8,90849.0
s6886,TV Show,gossip girl,Unknown,"Blake Lively, Leighton Meester, Penn Badgley, Chace Crawford, Ed Westwick, Kelly Rutherford, Matthew Settle, Taylor Momsen, Jessica Szohr, Zuzanna Szadkowski, Connor Paolo",United States,2013-10-08,2012.0,TV-14,6 Seasons,"TV Dramas, Teen TV Shows",A group of hyperprivileged Manhattan private-school kids seem to get away with everything. Except an anonymous blogger is watching their every move.,10.0,2013.0,7.5,193636.0
s6891,TV Show,grand hotel,Unknown,"Yon González, Amaia Salamanca, Adriana Ozores, Pedro Alonso, Concha Velasco, Llorenç González, Pep Anton Muñoz, Eloy Azorín, Fele Martínez, Luz Valdenebro, Marta Larralde, Antonio Reyes, Iván Morales, Dion Córdoba, Raquel Sierra",Spain,2017-11-01,2013.0,TV-PG,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","To learn the truth about his sister's mysterious disappearance, a young man infiltrates a hotel in the guise of a footman and begins an investigation.",11.0,2017.0,7.3,20888.0
s6893,Movie,grass,Tanuj Chopra,"Emily Chang, Pia Shah, Anthony Ma",United States,2019-02-14,2017.0,TV-MA,57 min,"Comedies, Independent Movies",Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.,2.0,2019.0,7.2,3631.0
s6894,Movie,grease,Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Dody Goodman, Sid Caesar, Joan Blondell, Frankie Avalon",United States,2019-11-01,1978.0,PG,110 min,"Classic Movies, Comedies, Music & Musicals",John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.,11.0,2019.0,7.2,300927.0
s6897,Movie,green room,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Joe Cole, Callum Turner, Macon Blair, David W. Thompson, Mark Webber, Eric Edelstein, Kai Lennox",United States,2018-11-12,2015.0,R,95 min,"Horror Movies, Thrillers","At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",11.0,2018.0,7.0,139388.0
s6904,Movie,héroes,Esteban Vidal,"Fabrizio Copano, Juanita Ringeling, Fernando Alarcón, Delfina Guzmán, Paty Cofré, Andrés Rillón, Julio Jung, Nicolás Oyarzún",Chile,2018-08-19,2015.0,TV-MA,91 min,"Comedies, International Movies","When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme.",8.0,2018.0,3.6,104.0
s6910,Movie,hairspray,Adam Shankman,"Nikki Blonsky, John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes, James Marsden, Queen Latifah, Zac Efron, Brittany Snow, Allison Janney, Elijah Kelley, Jerry Stiller","United States, United Kingdom, Canada",2020-01-01,2007.0,PG,116 min,"Children & Family Movies, Comedies, Music & Musicals","In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.",1.0,2020.0,6.7,138787.0
s6916,Movie,hangman,Johnny Martin,"Al Pacino, Karl Urban, Brittany Snow, Joe Anderson, Sarah Shahi, Sloane Warren, Chelle Ramos, Steve Coulter, Michael Rose",United States,2020-05-06,2017.0,R,99 min,Thrillers,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman.",5.0,2020.0,5.2,19092.0
s6918,TV Show,hannibal,Unknown,"Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Hettienne Park, Laurence Fishburne, Scott Thompson, Aaron Abrams, Gillian Anderson, Lara Jean Chorostecki",United States,2020-06-06,2015.0,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",This drama series focuses on the early years of the relationship between FBI criminal profiler Will Graham and homicidal cannibal Dr. Hannibal Lecter.,6.0,2020.0,6.8,293402.0
s6922,Movie,happy times,Luis Javier M. Henaine,"Luis Arrieta, Cassandra Ciangherotti, Humberto Busto, Iván Arana, Bárbara de Regil, Miguel Rodarte",Mexico,2017-02-08,2014.0,NR,79 min,"Comedies, International Movies, Romantic Movies","Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods.",2.0,2017.0,7.3,4178.0
s6923,TV Show,happy valley,Unknown,"Sarah Lancashire, Siobhan Finneran, Charlie Murphy, James Norton, George Costigan, Karl Davies, Shane Zaza, Steve Pemberton, Joe Armstrong, Adam Long, Rick Warden, Rhys Connah, Katherine Kelly",United Kingdom,2016-03-16,2016.0,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","Yorkshire police sergeant Catherine Cawood pursues the man who assaulted her late daughter, unaware he is now part of a secret kidnapping plot.",3.0,2016.0,8.5,64722.0
s6942,TV Show,haven,Unknown,"Emily Rose, Lucas Bryant, Nicholas Campbell, Eric Balfour, Richard Donat, John Dunsworth, Maurice Dean Wint, Adam Copeland","Canada, United States",2015-09-08,2015.0,TV-14,5 Seasons,"Classic & Cult TV, TV Horror, TV Mysteries","Residents of Haven, Maine, are plagued by supernatural afflictions. To reveal the truth, FBI agent Audrey Parker must delve into her own strange past.",9.0,2015.0,7.5,41383.0
s6944,Movie,haywire,Steven Soderbergh,"Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Antonio Banderas, Mathieu Kassovitz, Michael Angarano, Michael Douglas, Anthony Brandon Wong","Ireland, United States",2020-03-01,2011.0,R,93 min,Action & Adventure,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.,3.0,2020.0,5.8,89806.0
s6947,Movie,head count,Elle Callahan,"Isaac Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",United States,2019-09-13,2018.0,TV-MA,90 min,"Horror Movies, Independent Movies",A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.,9.0,2019.0,5.4,4790.0
s6948,Movie,head on,Ana Kokkinos,"Alex Dimitriades, Paul Capsis, Julian Garner, Tony Nikolakopoulos, Elena Mandalis, Eugenia Fragos, Damien Fotiou, Andrea Mandalis, Maria Mercedes, Dora Kaskanis, Alex Papps, Vassili Zappa",Australia,2018-08-25,1998.0,TV-MA,104 min,"Dramas, Independent Movies, LGBTQ Movies","This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.",8.0,2018.0,6.5,4628.0
s6950,Movie,heartbreakers,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis",United States,2019-12-31,2001.0,PG-13,124 min,"Comedies, Romantic Movies","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",12.0,2019.0,6.2,58032.0
s6954,TV Show,helix,Unknown,"Billy Campbell, Hiroyuki Sanada, Kyra Zagorsky, Mark Ghanimé, Meegwun Fairbrother, Jordan Hayes, Neil Napier, Matt Long, Severn Thompson, Jeri Ryan, Catherine Lemieux","United States, Canada",2018-11-10,2015.0,TV-MA,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet.",11.0,2018.0,6.7,30605.0
s6956,TV Show,hell on wheels,Unknown,"Anson Mount, Colm Meaney, Common, Dominique McElligott, Eddie Spears, Ben Esler, Phil Burke, Christopher Heyerdahl, Robin McLeavy, Tom Noonan","Canada, United Kingdom",2016-05-28,2016.0,TV-14,5 Seasons,"Crime TV Shows, TV Action & Adventure",Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.,5.0,2016.0,8.3,55807.0
